spend,date,supplier,region,relatedBOM_name,quantity,spend_type,franchise,material_category,subcategory,warehouse
45663.74,2023-05-28,D,Nigeria,lawyer,1,Capital,responsibility,white,official,"99504 Hill Inlet Lake Dustin, AS 15915"
18919.24,2022-05-28,C,Sudan,election,80,Indirect,large,product,opportunity,"4973 Greg Harbors Juanbury, OH 73230"
29236.81,2021-08-22,B,Maldives,bag,9,Direct,build,consider,arrive,"722 David Cliff Apt. 487 Ashleyshire, FM 76875"
56586.49,2020-11-23,E,Bhutan,book,37,Indirect,space,already,investment,"35342 David Trace East Daniellemouth, MN 56485"
20436.82,2022-04-20,C,Cuba,arrive,62,Capital,usually,bag,camera,"86596 Shawn Groves Pambury, IA 26845"
71688.67,2022-09-03,D,French Polynesia,PM,73,Indirect,near,situation,allow,"52847 Harris Shore Leeshire, ID 92420"
76680.65,2023-05-15,E,United States Minor Outlying Islands,left,98,Capital,American,behavior,surface,"5263 Joseph Neck South Michaelhaven, LA 71156"
51834.17,2023-01-02,E,Tuvalu,soldier,58,Direct,treatment,call,finally,"24665 Lindsey Squares Apt. 560 Lake Lisastad, KS 82253"
73528.99,2021-06-12,D,Myanmar,modern,39,Indirect,hot,speak,camera,"546 Robert Ramp Suite 732 Fordburgh, GU 74632"
51988.66,2021-03-30,D,Germany,phone,88,Direct,race,mother,full,"434 Baker Walk East Michaelside, TN 72543"
39656.70,2022-05-17,C,Czech Republic,whatever,53,Direct,national,right,able,"6817 Silva Wall East Matthewville, TX 93607"
50909.62,2021-07-18,D,Togo,represent,100,Indirect,mention,address,newspaper,"2544 Thomas Ford Lake Timothy, MO 12823"
58070.96,2023-09-09,A,Norfolk Island,land,68,Indirect,report,job,can,"977 Belinda Viaduct Apt. 725 Shelbyville, MN 09937"
48044.45,2020-10-02,E,Heard Island and McDonald Islands,ball,8,Direct,poor,purpose,without,"686 Anne Square Apt. 319 Odomfort, NH 75411"
34500.83,2021-02-15,C,Mozambique,control,23,Capital,with,table,hand,"2688 Megan Greens North Kristinaview, TX 16076"
14055.07,2023-12-16,A,United States Virgin Islands,look,89,Indirect,cover,wide,whatever,"843 Johnson Courts Apt. 477 Wintersville, LA 43016"
36715.79,2023-03-03,B,Turks and Caicos Islands,ago,88,Capital,center,couple,argue,"484 Sara Parks Garytown, AS 35370"
95188.92,2022-05-31,B,British Virgin Islands,write,72,Indirect,meeting,just,yard,"12512 Soto Walks Suite 511 Andrewport, DE 12801"
72471.64,2020-05-04,B,Morocco,race,41,Direct,represent,institution,society,"3615 Graves Meadows Mcdonaldhaven, TX 52159"
89825.12,2022-11-03,E,Botswana,either,93,Indirect,seek,billion,send,"55526 Devin Lights Lake Curtisborough, NE 98794"
47628.78,2023-12-01,B,Ukraine,heart,66,Indirect,Congress,perhaps,air,"35118 Roberts Unions Apt. 676 Patriciaside, PW 04912"
2836.43,2020-04-11,D,Moldova,election,46,Capital,need,life,statement,"20276 Gomez Ferry Hernandezbury, PW 10003"
46891.91,2020-08-18,A,Tuvalu,safe,78,Indirect,soon,nature,help,"952 Matthew Mission Port Shannonhaven, SC 90052"
9598.86,2021-10-18,E,Nepal,color,89,Capital,write,bar,happen,USCGC Moore FPO AE 45941
1368.17,2023-10-21,E,Burkina Faso,close,64,Indirect,hot,meeting,majority,"784 Leah Pike Suite 399 Nunezstad, NJ 81373"
30082.98,2023-02-07,E,Liberia,sea,99,Indirect,voice,unit,say,"46705 Dalton Motorway Rachelhaven, FL 76720"
13613.71,2023-01-31,E,Estonia,space,20,Capital,expert,candidate,western,"4475 Kevin Corners North Daniel, IL 37601"
41287.54,2020-08-05,A,Burkina Faso,face,24,Indirect,when,up,across,"0847 Simmons Village New William, MT 23493"
43032.52,2023-02-17,A,Saint Kitts and Nevis,girl,58,Indirect,share,our,another,"112 Ward Ports Suite 394 New Kellystad, MT 03700"
14620.71,2020-02-16,E,Iran,way,82,Indirect,his,pressure,north,"89758 Brown Ports Suite 351 Danielleberg, NY 32731"
65922.98,2021-07-23,D,Spain,may,93,Indirect,increase,fact,live,"PSC 9603, Box 3736 APO AP 19483"
29059.98,2022-11-03,B,Panama,this,58,Indirect,tough,now,model,"31617 Espinoza Shoal Burkehaven, AZ 39522"
54123.08,2023-07-24,C,Bermuda,at,63,Capital,environmental,watch,here,"35608 Harris Ville Pachecochester, CT 08835"
51347.67,2021-05-30,A,Ghana,against,94,Direct,quite,news,we,USCGC Morgan FPO AP 72604
96355.96,2020-09-01,A,Kazakhstan,against,9,Capital,act,magazine,entire,"11384 Thompson Highway Suite 601 Brandonfurt, TX 07210"
65826.98,2022-04-06,A,Singapore,his,89,Direct,dream,training,west,"927 Pena Lights Lawrencestad, OH 88561"
70663.98,2020-08-04,B,Jamaica,page,41,Indirect,ask,might,leg,"80033 Johnson Crossroad Robertville, MD 50529"
64530.46,2023-02-28,D,Bahrain,call,16,Capital,wind,tough,put,USNV Johnson FPO AP 22573
10838.27,2020-03-17,B,Equatorial Guinea,concern,80,Direct,away,coach,above,"635 Christopher Landing Jasonside, VT 33179"
62013.86,2021-03-11,D,Taiwan,few,12,Direct,home,street,away,"7257 Betty Estate South Rebecca, UT 23165"
26376.51,2022-07-20,A,Paraguay,deep,47,Indirect,often,article,care,"94569 Autumn Groves South Randallview, OR 50542"
59373.52,2020-04-03,A,Eritrea,whether,3,Direct,throughout,condition,pass,"38204 Rachel Garden Shannonton, AL 86257"
41806.71,2022-10-08,E,Vietnam,source,20,Direct,edge,surface,matter,"653 Fisher Port Port Sarahside, LA 97985"
10180.77,2021-08-23,B,Zambia,where,3,Indirect,might,land,offer,"3011 James Circles Apt. 889 Carrieberg, OR 07064"
65462.82,2020-05-10,B,Timor-Leste,commercial,87,Direct,dream,break,right,Unit 4943 Box 2230 DPO AP 53521
73168.72,2023-06-23,B,Wallis and Futuna,red,45,Capital,information,hour,foreign,"043 Benjamin Stravenue Apt. 762 West Mary, MA 57244"
98087.87,2021-08-10,A,Kazakhstan,even,96,Capital,care,upon,lawyer,"62599 Green Ramp Apt. 614 East Cristian, RI 35301"
45057.25,2023-12-21,B,Reunion,remember,62,Indirect,until,piece,blue,"17696 Ochoa Parkway Port Christopherport, AL 65803"
40446.01,2023-05-10,A,Niger,serious,41,Indirect,significant,those,feel,"468 John Estates Markshire, DC 42067"
55347.34,2020-10-22,C,Namibia,also,6,Direct,course,sometimes,day,USCGC Bowers FPO AP 46030
17675.67,2023-08-29,C,Trinidad and Tobago,western,18,Indirect,situation,sign,type,"39398 Denise Square Suite 339 Elizabethland, VT 08895"
39270.67,2023-11-18,E,Albania,relationship,22,Capital,right,sell,see,"66800 Melissa Crossroad Apt. 518 Nelsonmouth, MH 23469"
82880.63,2023-03-27,C,Singapore,probably,18,Indirect,least,shoulder,win,"699 Ramirez Avenue Apt. 665 Port Victor, PR 81130"
38332.57,2022-02-21,A,Niue,stock,74,Indirect,learn,cell,of,"182 George Walk Lake Jillstad, NJ 37328"
77196.63,2021-12-13,E,Guadeloupe,debate,45,Indirect,cell,for,authority,"006 Evans Spur Suite 358 Craigmouth, NM 19455"
57504.27,2020-03-29,D,Germany,project,43,Indirect,from,determine,perhaps,"1118 Amy Village East Ricardo, FM 77521"
53295.07,2020-03-20,E,Cameroon,for,33,Capital,live,end,trip,"524 Christopher Point East Jesse, RI 18528"
39602.73,2023-08-01,A,Luxembourg,moment,67,Capital,understand,poor,art,"100 David Hills Suite 822 North Sherry, MS 39407"
52151.64,2022-08-11,A,Bolivia,find,54,Direct,lead,another,newspaper,"281 Howell Field Apt. 074 Valeriebury, OR 40240"
87957.59,2021-04-15,A,Andorra,time,27,Indirect,deal,reveal,consumer,"613 Eddie Lodge South Christinetown, IN 85988"
57258.35,2023-05-31,D,Russian Federation,change,21,Indirect,push,century,culture,"310 Frank Via Apt. 348 West Kayla, GA 62166"
43438.27,2022-12-20,D,United Arab Emirates,religious,87,Direct,purpose,else,eye,"80868 Brown Skyway Suite 229 Freemanfurt, RI 99939"
8674.94,2023-11-16,D,French Guiana,stand,27,Capital,move,hair,indicate,"958 Simpson Drive Apt. 781 West Timothyton, OH 41683"
18812.56,2020-12-17,E,Burundi,wear,91,Capital,scene,ask,media,"351 Joshua Port Apt. 545 East Kathryn, SD 15798"
38421.60,2023-08-14,E,Madagascar,between,96,Capital,modern,ability,either,"94770 Thomas Forge Suite 032 Port Jacobborough, SC 59021"
77612.66,2021-12-15,C,Syrian Arab Republic,agree,3,Direct,care,thank,spend,"08659 Ashlee Mall Apt. 036 Phelpsstad, IA 05603"
21668.23,2020-11-12,B,Isle of Man,poor,22,Indirect,before,morning,four,"61664 Jones Overpass Toddberg, SD 24495"
37260.85,2023-08-13,A,Faroe Islands,two,11,Direct,arm,stand,magazine,"0730 Escobar Street Morrishaven, NJ 82008"
83565.95,2021-03-11,C,Lesotho,whose,18,Direct,play,mother,never,"522 Samuel Court Jenkinsstad, AZ 82295"
88409.83,2023-02-21,C,Benin,bit,31,Capital,quickly,south,only,"39743 Rangel Path Nathanielland, DC 11630"
33564.29,2023-01-19,B,Moldova,air,13,Direct,need,ahead,hundred,"13234 Ashley Path Suite 990 West Christopher, GA 67113"
82858.95,2022-12-05,E,Finland,soldier,22,Indirect,apply,community,three,"5767 Travis Turnpike Robertfurt, NE 90423"
23012.70,2022-06-18,B,Austria,standard,28,Direct,in,what,land,"609 Melinda Creek New Bianca, FL 77816"
49414.15,2022-07-14,D,Lebanon,pass,70,Indirect,south,least,candidate,"68786 Short Spur Harrisland, IN 02816"
69165.29,2021-01-14,B,Holy See (Vatican City State),yourself,26,Indirect,crime,real,federal,"23705 Jeffrey Shoal Suite 494 Melissamouth, PW 91214"
8972.96,2023-11-07,B,Bolivia,college,21,Indirect,how,administration,example,"14818 Houston Spurs Davisport, GU 67059"
18454.65,2022-12-10,C,Morocco,wonder,23,Direct,night,worker,play,"1193 Sherry Ramp Suite 659 Lake Maryfort, VI 28693"
79476.07,2020-09-28,B,Uruguay,pick,87,Indirect,man,campaign,raise,"867 Poole Villages Apt. 722 West Davidmouth, MN 19224"
64848.85,2022-02-19,B,Solomon Islands,set,62,Indirect,recognize,likely,opportunity,"29329 Jose Haven Apt. 271 New Shawna, UT 88141"
55465.98,2020-12-17,D,Uzbekistan,collection,2,Capital,well,white,friend,"0851 Anthony Village New John, WI 59287"
53020.63,2022-08-04,E,Moldova,miss,76,Capital,sense,might,hand,"29651 Miller Land Suite 345 Transtad, NC 52629"
58949.46,2022-06-28,A,Suriname,car,51,Indirect,side,end,health,"92717 Laura Circle Teresaview, MS 42290"
11324.10,2022-10-31,A,Oman,class,15,Indirect,finish,audience,full,"3227 Combs Mountain Pearsonside, IL 41620"
68407.32,2020-03-31,D,Madagascar,team,86,Indirect,entire,part,west,"064 Debra Fort West Melvin, OR 22362"
53180.23,2020-04-27,B,Slovenia,us,33,Capital,money,reality,during,"7061 Monica Path North Michaelchester, OK 87847"
5546.10,2022-10-25,B,Bolivia,record,49,Direct,road,factor,size,"3162 Taylor Glens Apt. 030 Lake Jasonborough, IL 93213"
6269.10,2021-03-05,E,Denmark,phone,77,Capital,dream,name,catch,"86890 Roberts Radial Suite 395 Huynhfort, WI 64519"
18899.89,2022-12-02,C,Slovakia (Slovak Republic),bar,19,Capital,Mr,central,more,"PSC 3326, Box 0346 APO AP 42427"
75005.29,2023-01-10,C,Kyrgyz Republic,across,84,Capital,two,themselves,above,"035 Kyle Cliffs Apt. 400 Larsontown, DC 11234"
23624.98,2020-01-13,A,Turkmenistan,although,40,Capital,partner,word,team,"828 Melissa Road Suite 226 Dickersonville, VT 60502"
94401.56,2020-01-25,A,Mauritius,edge,42,Capital,yes,parent,individual,Unit 7677 Box 8067 DPO AA 06001
59569.39,2023-01-24,A,Pitcairn Islands,free,72,Direct,rate,wall,figure,"0082 Robinson Cliffs Suite 039 East Amanda, DE 27280"
22782.59,2021-02-19,B,Hong Kong,floor,12,Capital,senior,whole,including,"2722 Morris Lakes Boydburgh, MI 90988"
69791.17,2023-01-21,B,Bosnia and Herzegovina,ball,61,Indirect,affect,drive,anyone,USNV Joyce FPO AP 92184
7219.03,2021-04-29,A,Burkina Faso,work,93,Direct,protect,maybe,almost,"563 Valerie Glen Port Reneeshire, NV 81572"
80187.37,2021-05-20,E,Albania,skin,14,Capital,light,alone,public,"7521 Hudson Center Martinezfurt, AS 47325"
10527.94,2020-05-07,B,Samoa,become,100,Direct,act,she,administration,"026 Courtney Pine East Carrie, AR 94158"
92087.82,2023-01-15,D,Philippines,air,81,Capital,prove,society,kind,"972 Williamson Manors Rebeccamouth, IL 16652"
70172.49,2020-11-04,A,Cyprus,foreign,59,Direct,color,fear,worry,"7656 Jason Forks West Sandra, NJ 36172"
41159.57,2020-05-31,C,French Polynesia,bit,87,Capital,image,individual,value,USS Mendez FPO AP 86071
28260.63,2023-08-24,B,Zambia,around,31,Capital,face,tonight,as,"77010 Lisa Square Apt. 318 Vanessamouth, FL 14775"
45524.28,2020-03-18,C,Dominican Republic,wonder,38,Indirect,approach,likely,yes,"4232 Michael Crossing Lake Kayla, GA 73237"
592.86,2022-10-04,D,Greenland,reveal,31,Direct,site,require,analysis,"3169 Smith Place North Robertland, PW 68758"
81010.59,2023-06-13,D,Honduras,away,12,Direct,force,want,voice,"749 Felicia Via Apt. 026 Amyborough, MN 56211"
66053.96,2020-03-19,C,Korea,point,4,Indirect,about,Mr,politics,"0382 Ellis Lights Suite 929 Morrisville, AR 87489"
91206.55,2021-06-23,B,Uganda,until,50,Direct,country,marriage,network,"39796 Taylor Stream Suite 746 Port Adam, NJ 01115"
61213.38,2021-10-01,D,Luxembourg,away,96,Direct,loss,land,former,"80801 Marissa Island Sarahbury, VI 51687"
72744.42,2022-12-30,D,Guinea,part,47,Direct,choice,reach,building,"1269 Stephanie Estate Apt. 184 Sandychester, OK 50809"
56079.48,2022-08-30,D,Niger,mention,24,Direct,affect,everything,agent,"3967 Breanna Inlet Carolside, OH 25868"
61033.71,2021-05-06,E,Malta,necessary,25,Capital,international,law,building,"7791 Holland Hill Hartfurt, TX 97017"
90932.49,2022-08-16,C,Kenya,attack,52,Direct,to,add,attorney,"70472 Hughes Isle Port Brett, NH 72231"
59870.68,2020-11-19,C,Guam,him,21,Capital,pass,team,beat,USS Conley FPO AA 97910
19977.38,2020-07-10,A,Uganda,law,43,Capital,morning,example,parent,"1837 Wise Hollow Craigville, WI 14131"
86248.29,2022-10-10,D,Micronesia,vote,84,Direct,various,consumer,cultural,"78153 Sexton Track Apt. 088 West Elizabethstad, SD 96673"
27791.98,2020-03-11,C,Philippines,understand,44,Indirect,feeling,explain,or,"493 Brewer Pike Katherineville, OK 73771"
89875.82,2023-07-08,B,Central African Republic,character,53,Capital,identify,shake,television,"217 Denise Mountains Lake John, FL 45005"
58060.42,2021-05-31,C,Cambodia,statement,70,Direct,large,option,long,"168 Timothy Stravenue Johnsonside, AS 95577"
18026.05,2022-10-17,A,Ireland,add,98,Capital,present,whose,north,"230 Christina Lock Suite 528 Lake Cheryl, ID 71016"
81599.06,2020-07-15,B,French Polynesia,already,50,Capital,performance,concern,chair,"119 Kathleen Fords Muellertown, AS 29861"
38959.86,2022-08-19,C,Czech Republic,perhaps,95,Capital,hope,young,product,"5850 Patterson Square Suite 266 South Curtis, MN 47295"
54330.76,2022-10-21,C,Senegal,culture,78,Capital,trial,local,world,"14334 Hill Mountain Apt. 771 Colefurt, CA 95329"
18783.62,2022-04-22,D,Syrian Arab Republic,central,99,Direct,work,guy,stop,USS Davis FPO AE 12277
4022.23,2023-05-10,D,Denmark,may,23,Indirect,late,worry,remember,"7721 Kimberly Shores Port Hector, VT 49887"
53617.55,2021-10-29,E,Oman,more,7,Indirect,back,box,yes,"00870 Ellis Streets North Daniel, SC 46920"
65831.12,2023-08-12,E,Paraguay,happy,54,Capital,outside,really,middle,"94921 Jennifer Throughway Suite 421 Angelaview, ID 71083"
69960.61,2021-04-05,B,Mongolia,raise,84,Direct,police,administration,sometimes,"9956 Williams View New Jacquelinehaven, MN 66309"
92486.00,2021-07-19,B,Tanzania,away,80,Direct,watch,vote,wait,"0797 Johnson Mountains Kiaramouth, NY 15750"
65716.97,2022-10-27,D,Guinea-Bissau,still,32,Indirect,join,account,deal,"68540 Melissa Greens Suite 959 East Jacquelineport, TN 15925"
93748.45,2020-01-27,C,Dominican Republic,top,52,Capital,success,fund,enjoy,"386 Kevin Road Apt. 256 Emilyport, MP 50750"
36085.92,2023-01-25,B,Mongolia,really,84,Capital,into,similar,interview,"591 Morris Alley Suite 730 Lake Stevenmouth, WV 89231"
46185.63,2020-06-28,B,Saudi Arabia,ability,71,Indirect,sure,including,agreement,"340 Gonzales Walk South Karen, UT 59112"
80000.31,2022-09-10,A,Egypt,though,49,Capital,ever,analysis,serious,"PSC 9282, Box 4533 APO AP 17645"
14162.33,2020-04-29,B,Seychelles,once,80,Capital,year,almost,goal,"21898 Jacqueline Meadows Lake Katrina, NE 42824"
13604.10,2021-12-31,A,Mexico,alone,37,Indirect,what,be,job,"118 Jacqueline Place Suite 241 South Matthewburgh, CA 59610"
88087.52,2023-09-07,A,Afghanistan,radio,92,Direct,imagine,notice,spend,USS Rice FPO AA 41979
36035.58,2020-04-12,E,Haiti,fast,95,Direct,according,however,final,"73920 John Overpass Welchtown, KY 55621"
26117.00,2022-02-16,E,Guinea-Bissau,bill,1,Indirect,include,north,service,"7711 Henry Centers Apt. 729 East Markland, NH 56538"
96733.12,2021-06-05,E,Iraq,eye,2,Indirect,care,option,between,USNS Rivera FPO AE 25236
71462.11,2022-03-11,E,Palau,throughout,39,Indirect,again,history,lose,"2987 Karen Vista Suite 739 Bishopfurt, HI 25789"
80718.04,2022-08-07,A,Zimbabwe,religious,47,Indirect,easy,tax,something,"7884 Giles Island Apt. 891 Scottchester, UT 80244"
57242.25,2021-04-20,B,Dominica,turn,37,Direct,morning,product,page,"9773 Robert Forges Apt. 817 South Geraldshire, MT 15089"
41219.61,2023-01-07,E,French Southern Territories,training,54,Direct,father,all,month,"1885 Wilson Prairie Suite 211 Campbellhaven, NJ 42472"
32992.89,2020-04-17,D,Bulgaria,study,43,Indirect,protect,whose,agent,"822 Bailey Circles Suite 241 East Douglasbury, LA 82536"
88542.68,2022-04-22,E,Mali,fish,89,Direct,natural,serious,according,"33314 William Lane East Davidhaven, CT 95438"
18657.30,2022-03-30,D,Egypt,happen,53,Indirect,require,rest,treatment,Unit 7780 Box 5508 DPO AA 32662
77055.52,2023-01-26,C,Paraguay,free,39,Direct,throw,if,look,"3502 Thomas Trail New Jessica, KY 77291"
51287.82,2021-10-07,B,Saint Kitts and Nevis,again,90,Capital,local,face,recent,"754 Sellers Ford Danielbury, SD 41252"
8728.21,2022-10-18,D,Sri Lanka,five,85,Capital,include,important,provide,"PSC 7817, Box 8223 APO AA 77738"
136.36,2023-03-08,A,Holy See (Vatican City State),production,81,Direct,account,image,finish,"3592 Brandon Forges East James, SD 44825"
91878.20,2023-03-04,C,Afghanistan,population,25,Capital,claim,past,voice,"5999 Elliott Radial Apt. 895 East Jackie, UT 13665"
4792.59,2023-09-24,E,North Macedonia,significant,93,Indirect,matter,skill,sense,USNS Hess FPO AE 87864
38968.45,2022-03-26,A,Barbados,news,41,Indirect,four,social,face,"4705 Spence Glen Caitlinburgh, AS 90120"
97875.99,2020-08-27,C,Chile,hot,48,Direct,notice,believe,drop,"311 Ball Knolls Suite 387 Jenkinsburgh, VT 09086"
24009.30,2023-10-04,A,Kenya,participant,72,Direct,by,determine,music,"5861 Charles Ramp Apt. 280 Brewerside, UT 64365"
46544.88,2021-02-08,B,Madagascar,involve,3,Direct,whose,drive,you,"618 Hannah Mills Suite 144 South Rachel, VI 33947"
85831.46,2020-09-12,A,Vietnam,my,67,Direct,pressure,black,use,"3461 Christopher Extensions Port Spencer, FL 11711"
79916.53,2023-04-14,C,Bulgaria,price,29,Direct,from,any,director,"1125 Rodriguez Corner Erinside, PR 23204"
40641.57,2023-11-12,A,Mongolia,available,13,Indirect,wear,outside,source,USNS Price FPO AA 62117
7039.26,2023-01-26,D,Slovakia (Slovak Republic),amount,17,Indirect,research,five,impact,"23518 Moore Plains Apt. 705 South Williambury, VT 18347"
7229.12,2021-05-01,E,Latvia,trouble,51,Indirect,order,entire,seem,"429 Scott Ville New Francis, MO 44053"
97852.35,2022-08-10,C,New Caledonia,leg,13,Capital,set,design,walk,"9769 Ashley Trail Douglasmouth, FM 15137"
71959.96,2022-05-14,E,Jordan,upon,88,Capital,dog,pass,bar,"925 Barnes Pines Munoztown, MA 89401"
30581.82,2023-02-11,C,Nigeria,pressure,31,Direct,may,bring,effect,"59427 Nguyen Tunnel Suite 740 East Kathyview, TX 87433"
66253.30,2021-02-16,B,Gibraltar,physical,5,Capital,sign,difference,others,"2485 Jose Crest Suite 118 Lake Philip, MH 78734"
87693.40,2020-07-27,C,Latvia,modern,42,Direct,long,may,executive,"30572 Barbara Gardens Apt. 204 South Benjamin, ND 52881"
80273.07,2023-04-07,B,British Virgin Islands,look,86,Capital,reality,someone,enter,"863 Anthony Views Lorraineland, AL 69934"
21907.61,2021-02-21,D,Antarctica (the territory South of 60 deg S),alone,50,Capital,son,pattern,store,"9925 Stephen Lane Suite 771 Jonathanborough, RI 22382"
79833.91,2020-01-10,B,Cape Verde,treat,72,Direct,media,discussion,conference,"2489 Mckinney Pine Suite 139 Amyberg, SC 45409"
99735.97,2023-08-30,E,Finland,foot,69,Indirect,respond,government,friend,"27340 Smith Fork Suite 745 West Timothyland, CT 02802"
95468.66,2020-06-10,C,Samoa,huge,3,Capital,prepare,rest,tonight,"77074 Elizabeth Island Suite 709 Moraleshaven, CA 74539"
